Id,SalePrice
1829,109500
1830,139000
1831,174000
1832,190000
1833,141000
1834,115000
1835,230000
1836,60000
1837,230000
1838,250000
1839,230000
1840,174000
1841,155000
1842,185000
1843,230000
1844,230000
1845,190000
1846,174000
1847,60000
1848,130000
1849,230000
1850,318000
1851,105000
1852,171000
1853,145000
1854,100000
1855,105000
1856,100000
1857,141000
1858,155000
1859,60000
1860,185000
1861,239000
1862,230000
1863,139000
1864,290000
1865,170000
1866,139000
1867,135000
1868,239000
1869,318000
1870,250000
1871,60000
1872,174000
1873,151000
1874,100000
1875,230000
1876,174000
1877,129000
1878,239000
1879,105000
1880,145000
1881,129500
1882,235000
1883,115000
1884,290000
1885,139000
1886,105000
1887,231500
1888,145000
1889,141000
1890,250000
1891,118000
1892,105000
1893,118000
1894,174000
1895,84500
1896,128500
1897,105000
1898,110500
1899,151000
1900,110000
1901,239000
1902,130000
1903,127000
1904,174000
1905,230000
1906,100000
1907,115000
1908,174000
1909,84500
1910,105000
1911,110500
1912,190000
1913,250000
1914,250000
1915,158000
1916,185000
1917,140000
1918,190000
1919,140000
1920,127000
1921,145000
1922,155000
1923,129000
1924,137500
1925,230000
1926,174000
1927,115000
1928,158000
1929,250000
1930,230000
1931,141000
1932,190000
1933,130000
1934,239000
1935,141000
1936,109500
1937,231500
1938,318000
1939,230000
1940,110500
1941,239000
1942,318000
1943,140000
1944,129500
1945,129000
1946,139000
1947,115000
1948,190000
1949,140000
1950,84500
1951,84500
1952,135000
1953,174000
1954,155000
1955,110500
1956,55000
1957,290000
1958,127000
1959,129000
1960,109500
1961,118000
1962,250000
1963,100000
1964,239000
1965,129500
1966,140000
1967,230000
1968,185000
1969,140000
1970,139000
1971,115000
1972,185000
1973,139000
1974,139000
1975,250000
1976,318000
1977,170000
1978,290000
1979,230000
1980,250000
1981,140000
1982,115000
1983,127000
1984,110000
1985,290000
1986,145000
1987,115000
1988,239000
1989,100000
1990,239000
1991,250000
1992,118000
1993,109500
1994,60000
1995,185000
1996,130000
1997,230000
1998,115000
1999,115000
2000,230000
2001,239000
2002,290000
2003,185000
2004,109500
2005,174000
2006,190000
2007,127000
2008,129500
2009,100000
2010,250000
2011,129500
2012,110500
2013,250000
2014,100000
2015,250000
2016,100000
2017,115000
2018,84500
2019,174000
2020,174000
2021,115000
2022,139000
2023,100000
2024,110000
2025,290000
2026,155000
2027,230000
2028,250000
2029,128500
2030,109500
2031,140000
2032,109500
2033,137500
2034,185000
2035,140000
2036,109500
2037,155000
2038,171000
2039,151000
2040,110000
2041,115000
2042,318000
2043,130000
2044,140000
2045,127000
2046,250000
2047,100000
2048,158000
2049,235000
2050,100000
2051,230000
2052,318000
2053,129500
2054,141000
2055,128500
2056,230000
2057,140000
2058,174000
2059,137500
2060,129000
2061,250000
2062,84500
2063,230000
2064,151000
2065,231500
2066,140000
2067,231500
2068,100000
2069,137500
2070,129000
2071,230000
2072,170000
2073,230000
2074,129500
2075,84500
2076,158000
2077,174000
2078,109500
2079,318000
2080,137500
2081,60000
2082,235000
2083,129000
2084,151000
2085,170000
2086,139000
2087,115000
2088,158000
2089,140000
2090,158000
2091,140000
2092,151000
2093,190000
2094,139000
2095,140000
2096,140000
2097,60000
2098,140000
2099,100000
2100,174000
2101,318000
2102,145000
2103,140000
2104,190000
2105,250000
2106,115000
2107,155000
2108,100000
2109,155000
2110,84500
2111,145000
2112,130000
2113,230000
2114,84500
2115,290000
2116,118000
2117,139000
2118,145000
2119,135000
2120,100000
2121,235000
2122,290000
2123,115000
2124,130000
2125,239000
2126,174000
2127,140000
2128,230000
2129,115000
2130,137500
2131,230000
2132,130000
2133,250000
2134,137500
2135,139000
2136,129500
2137,60000
2138,100000
2139,230000
2140,139000
2141,141000
2142,155000
2143,174000
2144,230000
2145,290000
2146,141000
2147,250000
2148,151000
2149,128500
2150,185000
2151,141000
2152,290000
2153,239000
2154,110500
2155,127000
2156,137500
2157,110500
2158,100000
2159,129000
2160,151000
2161,137500
2162,185000
2163,231500
2164,140000
2165,230000
2166,55000
2167,190000
2168,151000
2169,174000
2170,129000
2171,110500
2172,84500
2173,141000
2174,118000
2175,171000
2176,185000
2177,140000
2178,185000
2179,290000
2180,128500
2181,141000
2182,141000
2183,155000
2184,105000
2185,100000
2186,155000
2187,239000
2188,141000
2189,140000
2190,55000
2191,141000
2192,250000
2193,230000
2194,139000
2195,139000
2196,140000
2197,109500
2198,170000
2199,130000
2200,230000
2201,140000
2202,129000
2203,230000
2204,171000
2205,141000
2206,174000
2207,174000
2208,140000
2209,290000
2210,60000
2211,105000
2212,174000
2213,230000
2214,250000
2215,155000
2216,145000
2217,230000
2218,171000
2219,145000
2220,290000
2221,139000
2222,100000
2223,145000
2224,290000
2225,250000
2226,318000
2227,170000
2228,135000
2229,230000
2230,231500
2231,109500
2232,100000
2233,130000
2234,139000
2235,318000
2236,129500
2237,230000
2238,115000
2239,230000
2240,171000
2241,174000
2242,141000
2243,231500
2244,158000
2245,140000
2246,185000
2247,110000
2248,230000
2249,110500
2250,235000
2251,174000
2252,171000
2253,290000
2254,250000
2255,174000
2256,128500
2257,129000
2258,109500
2259,318000
2260,155000
2261,190000
2262,84500
2263,230000
2264,318000
2265,139000
2266,318000
2267,140000
2268,118000
2269,140000
2270,140000
2271,185000
2272,141000
2273,55000
2274,139000
2275,105000
2276,230000
2277,115000
2278,115000
2279,174000
2280,151000
2281,141000
2282,110500
2283,174000
2284,135000
2285,250000
2286,239000
2287,100000
2288,230000
2289,190000
2290,151000
2291,115000
2292,151000
2293,128500
2294,139000
2295,155000
2296,139000
2297,100000
2298,118000
2299,128500
2300,110000
2301,140000
2302,140000
2303,158000
2304,155000
2305,110000
2306,171000
2307,230000
2308,128500
2309,235000
2310,250000
2311,141000
2312,174000
2313,145000
2314,140000
2315,115000
2316,129000
2317,128500
2318,174000
2319,170000
2320,235000
2321,145000
2322,171000
2323,230000
2324,155000
2325,145000
2326,139000
2327,250000
2328,129000
2329,174000
2330,230000
2331,109500
2332,230000
2333,139000
2334,135000
2335,105000
2336,250000
2337,115000
2338,250000
2339,171000
2340,128500
2341,100000
2342,137500
2343,185000
2344,155000
2345,155000
2346,151000
2347,145000
2348,110000
2349,115000
2350,115000
2351,155000
2352,171000
2353,129000
2354,115000
2355,141000
2356,155000
2357,84500
2358,141000
2359,318000
2360,129000
2361,109500
2362,109500
2363,174000
2364,174000
2365,129000
2366,139000
2367,318000
2368,250000
2369,139000
2370,174000
2371,140000
2372,128500
2373,110500
2374,145000
2375,151000
2376,55000
2377,60000
2378,100000
2379,231500
2380,115000
2381,230000
2382,130000
2383,170000
2384,141000
2385,170000
2386,190000
2387,318000
2388,185000
2389,230000
2390,174000
2391,250000
2392,139000
2393,318000
2394,230000
2395,115000
2396,110500
2397,230000
2398,250000
2399,230000
2400,235000
2401,171000
2402,174000
2403,60000
2404,171000
2405,137500
2406,105000
2407,155000
2408,137500
2409,231500
2410,185000
2411,155000
2412,141000
2413,128500
2414,171000
2415,130000
2416,145000
2417,109500
2418,129000
2419,230000
2420,145000
2421,100000
2422,235000
2423,129500
2424,230000
2425,250000
2426,170000
2427,250000
2428,155000
2429,105000
2430,140000
2431,135000
2432,151000
2433,141000
2434,318000
2435,118000
2436,145000
2437,110500
2438,151000
2439,100000
2440,139000
2441,140000
2442,290000
2443,174000
2444,230000
2445,171000
2446,130000
2447,105000
2448,250000
2449,190000
2450,145000
2451,290000
2452,140000
2453,140000
2454,230000
2455,318000
2456,127000
2457,115000
2458,190000
2459,55000
2460,141000
2461,60000
2462,110500
2463,318000
2464,190000
2465,174000
2466,128500
2467,115000
2468,55000
2469,115000
2470,155000
2471,135000
2472,130000
2473,250000
2474,100000
2475,115000
2476,174000
2477,230000
2478,141000
2479,174000
2480,174000
2481,100000
2482,141000
2483,105000
2484,174000
2485,239000
2486,141000
2487,139000
2488,250000
2489,135000
2490,118000
2491,155000
2492,140000
2493,290000
2494,230000
2495,151000
2496,60000
2497,137500
2498,230000
2499,84500
2500,55000
2501,115000
2502,185000
2503,151000
2504,230000
2505,185000
2506,100000
2507,231500
2508,230000
2509,115000
2510,100000
2511,174000
2512,230000
2513,158000
2514,100000
2515,230000
2516,190000
2517,185000
2518,290000
2519,250000
2520,250000
2521,141000
2522,55000
2523,140000
2524,110500
2525,115000
2526,190000
2527,174000
2528,140000
2529,55000
2530,135000
2531,139000
2532,190000
2533,60000
2534,105000
2535,230000
2536,137500
2537,110000
2538,115000
2539,141000
2540,230000
2541,235000
2542,129000
2543,230000
2544,139000
2545,174000
2546,128500
2547,55000
2548,250000
2549,130000
2550,151000
2551,109500
2552,151000
2553,145000
2554,139000
2555,109500
2556,230000
2557,84500
2558,141000
2559,127000
2560,190000
2561,109500
2562,139000
2563,109500
2564,139000
2565,118000
2566,290000
2567,230000
2568,174000
2569,174000
2570,250000
2571,174000
2572,170000
2573,109500
2574,139000
2575,110500
2576,318000
2577,174000
2578,139000
2579,171000
2580,155000
2581,55000
2582,230000
2583,60000
2584,100000
2585,185000
2586,115000
2587,174000
2588,174000
2589,174000
2590,140000
2591,155000
2592,115000
2593,140000
2594,230000
2595,174000
2596,100000
2597,135000
2598,109500
2599,139000
2600,100000
2601,109500
2602,170000
2603,230000
2604,139000
2605,130000
2606,127000
2607,230000
2608,137500
2609,105000
2610,140000
2611,109500
2612,100000
2613,137500
2614,84500
2615,140000
2616,250000
2617,158000
2618,151000
2619,318000
2620,185000
2621,129500
2622,239000
2623,129000
2624,171000
2625,239000
2626,250000
2627,230000
2628,174000
2629,130000
2630,290000
2631,171000
2632,139000
2633,151000
2634,190000
2635,239000
2636,290000
2637,129500
2638,105000
2639,145000
2640,100000
2641,250000
2642,151000
2643,290000
2644,100000
2645,239000
2646,105000
2647,140000
2648,290000
2649,230000
2650,174000
2651,171000
2652,151000
2653,105000
2654,129500
2655,158000
2656,174000
2657,174000
2658,140000
2659,230000
2660,115000
2661,139000
2662,230000
2663,127000
2664,230000
2665,185000
2666,128500
2667,230000
2668,230000
2669,155000
2670,250000
2671,230000
2672,235000
2673,100000
2674,171000
2675,140000
2676,129000
2677,158000
2678,145000
2679,127000
2680,118000
2681,109500
2682,129000
2683,135000
2684,115000
2685,174000
2686,140000
2687,318000
2688,139000
2689,185000
2690,155000
2691,171000
2692,155000
2693,140000
2694,115000
2695,145000
2696,137500
2697,151000
2698,230000
2699,231500
2700,250000
2701,230000
2702,250000
2703,170000
2704,318000
2705,250000
2706,235000
2707,145000
2708,171000
2709,140000
2710,155000
2711,115000
2712,151000
2713,139000
2714,239000
2715,105000
2716,127000
2717,290000
2718,110500
2719,185000
2720,139000
2721,174000
2722,139000
2723,190000
2724,118000
2725,109500
2726,145000
2727,140000
2728,137500
2729,137500
2730,135000
2731,190000
2732,185000
2733,115000
2734,130000
2735,145000
2736,140000
2737,190000
2738,190000
2739,230000
2740,55000
2741,230000
2742,185000
2743,128500
2744,158000
2745,135000
2746,127000
2747,185000
2748,190000
2749,141000
2750,250000
2751,140000
2752,118000
2753,140000
2754,185000
2755,100000
2756,145000
2757,145000
2758,130000
2759,110000
2760,155000
2761,174000
2762,145000
2763,290000
2764,145000
2765,130000
2766,318000
2767,185000
2768,141000
2769,100000
2770,141000
2771,239000
2772,230000
2773,290000
2774,290000
2775,100000
2776,140000
2777,230000
2778,151000
2779,231500
2780,100000
2781,145000
2782,100000
2783,290000
2784,110500
2785,250000
2786,55000
2787,110500
2788,129500
2789,110000
2790,185000
2791,250000
2792,230000
2793,100000
2794,84500
2795,118000
2796,185000
2797,185000
2798,110500
2799,231500
2800,128500
2801,145000
2802,231500
2803,230000
2804,145000
2805,230000
2806,110500
2807,235000
2808,239000
2809,231500
2810,140000
2811,140000
2812,158000
2813,127000
2814,290000
2815,230000
2816,170000
2817,139000
2818,115000
2819,145000
2820,239000
2821,140000
2822,231500
2823,135000
2824,174000
2825,151000
2826,145000
2827,230000
2828,84500
2829,141000
2830,230000
2831,105000
2832,158000
2833,128500
2834,290000
2835,250000
2836,250000
2837,109500
2838,110000
2839,118000
2840,250000
2841,60000
2842,115000
2843,140000
2844,115000
2845,105000
2846,84500
2847,190000
2848,105000
2849,174000
2850,127000
2851,230000
2852,158000
2853,155000
2854,140000
2855,174000
2856,137500
2857,239000
2858,118000
2859,155000
2860,155000
2861,127000
2862,174000
2863,141000
2864,239000
2865,105000
2866,151000
2867,128500
2868,139000
2869,140000
2870,190000
2871,230000
2872,135000
2873,109500
2874,230000
2875,127000
2876,174000
2877,140000
2878,290000
2879,139000
2880,239000
2881,190000
2882,129500
2883,141000
2884,130000
2885,139000
2886,115000
2887,290000
2888,135000
2889,100000
2890,235000
2891,174000
2892,129500
2893,100000
2894,170000
2895,115000
2896,145000
2897,139000
2898,318000
2899,100000
2900,190000
2901,137500
2902,141000
2903,250000
2904,100000
2905,230000
2906,129000
2907,115000
2908,230000
2909,110000
2910,84500
2911,158000
2912,250000
2913,130000
2914,115000
2915,185000
2916,174000
2917,190000
2918,250000
2919,139000
